date,symbol,open,high,low,close,volume,turnover,preclose,risefall,risefallratio
2021-05-10 00:00:00,ABT,119.2,119.945,118.78,118.91,468132185.34,0,118.95,-0.04,-0.03
2021-05-07 00:00:00,ABT,119.49,120.41,118.78,118.93,486779882.11,0,118.79,0.14,0.12
2021-05-06 00:00:00,ABT,117.98,118.88,116.7,118.85,179507812.58,0,117.54,1.31,1.11
2021-05-05 00:00:00,ABT,117.83,118.87,117.19,118.44,665902450.35,0,117.54,0.9,0.77
2021-05-04 00:00:00,ABT,119.2,119.29,116.43,117.54,1082605447.57,0,119.53,-1.99,-1.66
2021-05-03 00:00:00,ABT,120.55,120.66,119.177,119.53,588850151.81,0,120.08,-0.55,-0.46
2021-04-30 00:00:00,ABT,120.5,121.15,119.345,120.08,572782269.01,0,121.01,-0.93,-0.77
2021-04-29 00:00:00,ABT,121.5,121.51,120.01,121.01,469317348.28,0,121.45,-0.44,-0.36
2021-04-28 00:00:00,ABT,121.52,121.92,120.54,121.45,455195322.82,0,121.7,-0.25,-0.21
2021-04-27 00:00:00,ABT,122.0,122.55,121.0,121.7,412111203.91,0,122.58,-0.88,-0.72
2021-04-26 00:00:00,ABT,123.39,123.4,121.95,122.58,536594717.02,0,123.31,-0.73,-0.59
2021-04-23 00:00:00,ABT,123.62,124.11,122.645,123.31,644859529.96,0,123.5,-0.19,-0.15
2021-04-22 00:00:00,ABT,122.81,124.82,122.51,123.5,788627974.8,0,122.6,0.9,0.73
2021-04-21 00:00:00,ABT,120.43,122.845,119.858,122.6,857902459.71,0,120.0,2.6,2.17
2021-04-20 00:00:00,ABT,120.5,122.0,119.01,120.0,1189038726.45,0,124.53,-4.53,-3.64
2021-04-19 00:00:00,ABT,123.6,125.42,123.59,124.53,854719109.65,0,124.35,0.18,0.14
2021-04-16 00:00:00,ABT,124.39,124.607,122.95,124.35,774879687.9,0,123.94,0.41,0.33
2021-04-15 00:00:00,ABT,122.4,124.68,121.9,123.94,558088146.9,0,121.5,2.44,2.01
2021-04-14 00:00:00,ABT,122.55,122.83,121.285,121.5,575397708.77,0,123.01,-1.51,-1.23
2021-04-13 00:00:00,ABT,121.05,123.64,120.91,123.01,607149505.65,0,121.04,1.97,1.63
2021-04-12 00:00:00,ABT,120.56,121.369,120.48,121.04,352602890.69,0,120.9,0.14,0.12
2021-04-09 00:00:00,ABT,119.65,120.93,119.35,120.9,493471166.06,0,119.78,1.12,0.94
2021-04-08 00:00:00,ABT,121.01,121.57,119.54,119.78,452375733.12,0,120.11,-0.33,-0.27
2021-04-07 00:00:00,ABT,119.82,120.88,119.6,120.11,517537336.62,0,119.97,0.14,0.12
2021-04-06 00:00:00,ABT,120.01,122.01,119.6,119.97,619682298.15,0,119.86,0.11,0.09
2021-04-05 00:00:00,ABT,119.65,120.35,119.08,119.86,755988579.85,0,118.94,0.92,0.77
2021-04-01 00:00:00,ABT,120.28,120.87,118.78,118.94,479700578.12,0,119.84,-0.9,-0.75
2021-03-31 00:00:00,ABT,120.0,121.45,119.75,119.84,696200230.1,0,119.75,0.09,0.08
2021-03-30 00:00:00,ABT,121.5,122.49,119.379,119.75,605931184.93,0,122.23,-2.48,-2.03
2021-03-29 00:00:00,ABT,121.0,122.74,120.045,122.23,586036688.41,0,122.07,0.16,0.13
2021-03-26 00:00:00,ABT,119.28,122.3,118.935,122.07,587136822.42,0,119.05,3.02,2.54
2021-03-25 00:00:00,ABT,118.73,119.501,117.24,119.05,631008194.46,0,118.02,1.03,0.87
2021-03-24 00:00:00,ABT,120.0,120.45,117.95,118.02,773067249.21,0,120.49,-2.47,-2.05
2021-03-23 00:00:00,ABT,121.77,122.15,119.87,120.49,457616623.95,0,121.47,-0.98,-0.81
2021-03-22 00:00:00,ABT,120.26,122.22,120.01,121.47,628154267.17,0,120.25,1.22,1.01
2021-03-19 00:00:00,ABT,118.38,120.99,117.57,120.25,1350131501.79,0,118.11,2.14,1.81
2021-03-18 00:00:00,ABT,117.5,119.15,117.31,118.11,502654460.65,0,117.62,0.49,0.42
2021-03-17 00:00:00,ABT,117.67,118.22,116.915,117.62,446490697.09,0,118.22,-0.6,-0.51
2021-03-16 00:00:00,ABT,118.45,119.44,117.53,118.22,457611535.49,0,118.1,0.12,0.1
2021-03-15 00:00:00,ABT,117.19,118.22,116.54,118.1,547624504.07,0,116.71,1.39,1.19
2021-03-12 00:00:00,ABT,117.09,117.27,116.12,116.71,433260026.06,0,117.52,-0.81,-0.69
2021-03-11 00:00:00,ABT,116.69,117.865,115.84,117.52,576281931.25,0,115.88,1.64,1.42
2021-03-10 00:00:00,ABT,117.24,119.2,115.32,115.88,891806595.16,0,116.7,-0.82,-0.7
2021-03-09 00:00:00,ABT,116.74,119.34,116.49,116.7,609028403.1,0,115.63,1.07,0.93
2021-03-08 00:00:00,ABT,117.0,118.28,115.56,115.63,458549160.96,0,117.25,-1.62,-1.38
2021-03-05 00:00:00,ABT,117.0,117.58,114.8,117.25,565687304.57,0,116.01,1.24,1.07
2021-03-04 00:00:00,ABT,119.0,119.81,114.74,116.01,781434363.13,0,119.18,-3.17,-2.66
2021-03-03 00:00:00,ABT,121.69,121.89,119.06,119.18,626924789.06,0,122.53,-3.35,-2.73
2021-03-02 00:00:00,ABT,122.21,123.1,121.19,122.53,600880034.35,0,122.21,0.32,0.26
2021-03-01 00:00:00,ABT,120.99,122.95,120.61,122.21,471123025.36,0,119.78,2.43,2.03
2021-02-26 00:00:00,ABT,122.19,122.36,119.66,119.78,625121347.5,0,121.58,-1.8,-1.48
2021-02-25 00:00:00,ABT,121.66,122.76,120.775,121.58,421848691.34,0,122.38,-0.8,-0.65
2021-02-24 00:00:00,ABT,120.8,122.91,120.66,122.38,504410654.47,0,120.8,1.58,1.31
2021-02-23 00:00:00,ABT,122.25,123.18,120.21,120.8,674546090.58,0,122.55,-1.75,-1.43
2021-02-22 00:00:00,ABT,122.95,122.95,120.53,122.55,590967384.57,0,123.04,-0.49,-0.4
2021-02-19 00:00:00,ABT,125.25,125.39,122.67,123.04,765928291.03,0,125.41,-2.37,-1.89
2021-02-18 00:00:00,ABT,125.47,126.66,124.07,125.41,681446128.03,0,127.24,-1.83,-1.44
2021-02-17 00:00:00,ABT,127.37,128.0,126.39,127.24,401457615.74,0,128.02,-0.78,-0.61
2021-02-16 00:00:00,ABT,128.49,128.5,126.85,128.02,661100322.46,0,128.23,-0.21,-0.16
2021-02-12 00:00:00,ABT,126.41,128.54,126.25,128.23,468068042.36,0,126.84,1.39,1.1
2021-02-11 00:00:00,ABT,125.69,126.87,125.2,126.84,466707782.45,0,125.29,1.55,1.24
2021-02-10 00:00:00,ABT,125.79,126.2,124.76,125.29,526082248.45,0,125.15,0.14,0.11
2021-02-09 00:00:00,ABT,124.83,125.28,123.615,125.15,426874768.52,0,124.5,0.65,0.52
2021-02-08 00:00:00,ABT,125.0,125.8,123.77,124.5,430360788.96,0,124.03,0.47,0.38
2021-02-05 00:00:00,ABT,120.43,124.32,120.04,124.03,713870688.84,0,119.74,4.29,3.58
2021-02-04 00:00:00,ABT,119.83,120.865,118.79,119.74,524857258.86,0,120.22,-0.48,-0.4
2021-02-03 00:00:00,ABT,119.74,120.89,118.9,120.22,599161841.34,0,120.24,-0.02,-0.02
2021-02-02 00:00:00,ABT,123.4,123.72,120.23,120.24,883087982.86,0,122.54,-2.3,-1.88
2021-02-01 00:00:00,ABT,123.24,124.82,122.5,122.54,1028595857.27,0,123.59,-1.05,-0.85
2021-01-29 00:00:00,ABT,120.25,124.72,119.71,123.59,1355617785.42,0,120.39,3.2,2.66
2021-01-28 00:00:00,ABT,117.91,124.07,117.145,120.39,1374260487.44,0,114.29,6.1,5.34
2021-01-27 00:00:00,ABT,115.2,117.78,113.5,114.29,1052268120.7,0,114.73,-0.44,-0.38
2021-01-26 00:00:00,ABT,114.25,115.12,113.794,114.73,474444925.65,0,114.72,0.01,0.01
